,class,beta1,cn_ratio_log2,truth_log2FC_aware,truth_log2FC_naive,empirical_log2FC_naive,empirical_log2FC_aware,DE_truth
PCGF1,DIG,-0.5548854311562846,0.4462562298895641,-0.8005304597907063,-0.35427422990114216,-0.4938103147762499,-0.8090795182809305,True
NPAS3,DIG,-0.9881851427206823,0.5109619192773794,-1.4256498048832809,-0.9146878856059014,-1.0552083860717942,-1.4341988633735063,True
USP8,NEUTRAL,0.03214015404175424,0.13750352374993502,0.04636844084944622,0.18387196459938124,0.037819382359222,0.037819382359222,False
YRDC,NEUTRAL,0.03615922570833353,0.13750352374993502,0.0521667356117975,0.1896702593617325,0.04361767712157411,0.0436176771215738,False
OSR2,DCG,0.9863043416554593,-0.7369655941662062,1.422936382513585,0.6859707883473788,0.5399182061072202,1.4143873240233618,True
LAPTM4BP2,NEUTRAL,0.06736323053136982,0.13750352374993502,0.09718459862586726,0.23468812237580228,0.0886355401356431,0.08863554013564282,False
ZNF730,DIG,1.6348742664758003,0.6553518286125543,2.358624996721619,3.013976825334173,2.876725507979081,2.3500759382313925,True
GPR3,NEUTRAL,-0.008829497830837784,0.13750352374993502,-0.012738272734089532,0.12476525101584549,-0.02128733122431351,-0.021287331224313834,False
ATMIN,NEUTRAL,0.0077897976183148605,0.13750352374993502,0.011238302393471507,0.14874182614340653,0.002689243903248374,0.0026892439032486937,False
ACSM5,DCG,0.914241758469769,-0.7369655941662062,1.3189720511179412,0.582006456951735,0.4359538747115763,1.3104229926277173,True
CHRNA1,NEUTRAL,-0.018361486922577167,0.13750352374993502,-0.026490026126549632,0.11101349762338539,-0.03503908461677355,-0.03503908461677371,False
SH2B2,DSG,-0.03805714128093622,1.3504972470841334,-0.05490484899641734,1.2955923980877162,1.145831690731463,-0.06345390748664098,False
PDXK,DSG,-0.0009813725930897955,1.20945336562895,-0.0014158213733149905,1.2080375442556348,1.0589622811289834,-0.009964879863539292,False
LRP4,DIG,-1.3510233853658955,0.49825086752782544,-1.9491147381923963,-1.450863870664571,-1.5950406565044943,-1.9576637966826205,True
EYA2,DCG,-0.8283377979718825,1.1699250014423124,-1.195038833314919,-0.025113831872606518,-0.16565007228184922,-1.2035878918051421,True
SPATS2,DIG,-1.26772449659001,0.53605290024021,-1.8289398444438651,-1.292886944203655,-1.4430021875370376,-1.8374889029340888,True
CDH16,NEUTRAL,-0.04799485106582153,0.13750352374993502,-0.0692419336208651,0.06826159012906992,-0.07779099211108806,-0.07779099211108823,False
FMO4,DCG,-0.8067917182843698,1.070389327891398,-1.163954410999146,-0.09356508310774792,-0.2475532511500288,-1.172503469489369,True
TXNRD3,DIG,1.4038414458170572,0.5109619192773794,2.0253150920746608,2.5362770113520403,2.3902758545410268,2.0167660335844366,True
GATA4,NEUTRAL,0.005116488518833502,0.13750352374993502,0.0073815326128864114,0.14488505636282142,-0.0011675258773370485,-0.0011675258773370485,False
RUFY4,NEUTRAL,0.00415758965286436,0.13750352374993502,0.00599813397423868,0.1435016577241737,-0.002550924515984572,-0.002550924515984572,False
TMEM69,NEUTRAL,0.017073023371730927,0.13750352374993502,0.024631166151377577,0.1621346899013126,0.016082107661154282,0.016082107661154282,False
MIR1244-1,NEUTRAL,-0.01909282321120666,0.13750352374993502,-0.027545121363377546,0.10995840238655748,-0.036094179853601076,-0.03609417985360075,False
TUBB2A,DIG,-1.6472048133794046,0.53605290024021,-2.3764142155908976,-1.8403613153506875,-1.995328884414076,-2.384963274081123,True
RNGTTP1,DIG,1.2993032338537158,0.560714954474479,1.874498332091749,2.435213286566228,2.2898387899577046,1.8659492736015206,True
MPZL2,NEUTRAL,-0.005767352402964612,0.13750352374993502,-0.008320530710816093,0.12918299303911893,-0.016869589201039165,-0.016869589201039002,False
CYP51A1P1,NEUTRAL,0.006994331016090361,0.13750352374993502,0.010090686671249429,0.14759421042118445,0.0015416281810246425,0.0015416281810249626,False
EEF1A1P3,NEUTRAL,0.055708932162286624,0.13750352374993502,0.0803710001637506,0.2178745239136856,0.07182194167352768,0.07182194167352737,False
CHCHD2P9,NEUTRAL,0.017893898161032873,0.13750352374993502,0.025815438139094267,0.16331896188902928,0.01726637964887046,0.01726637964887046,False
NOP53,DIG,0.700267035707444,0.4724877714627438,1.0102717797131442,1.482759551175888,1.346907833975887,1.00172272122292,True
EMCN,NEUTRAL,0.05577469227883566,0.13750352374993502,0.08046587195778417,0.21796939570771917,0.0719168134675619,0.0719168134675619,False
AGAP2,DIG,1.1135156446665573,0.5109619192773794,1.6064634985127193,2.117425417790099,1.9774542074775352,1.5979144400224956,True
